w,y,tariff.plan,payment.method,gender,age,activ.area,activ.chan,vas1,vas2,q01.out.ch.peak,q01.out.dur.peak,q01.out.val.peak,q01.out.ch.offpeak,q01.out.dur.offpeak,q01.out.val.offpeak,q01.in.ch.tot,q01.in.dur.tot,q01.ch.sms,q01.ch.cc,q02.out.ch.peak,q02.out.dur.peak,q02.out.val.peak,q02.out.ch.offpeak,q02.out.dur.offpeak,q02.out.val.offpeak,q02.in.ch.tot,q02.in.dur.tot,q02.ch.sms,q02.ch.cc,q03.out.ch.peak,q03.out.dur.peak,q03.out.val.peak,q03.out.ch.offpeak,q03.out.dur.offpeak,q03.out.val.offpeak,q03.in.ch.tot,q03.in.dur.tot,q03.ch.sms,q03.ch.cc,q04.out.ch.peak,q04.out.dur.peak,q04.out.val.peak,q04.out.ch.offpeak,q04.out.dur.offpeak,q04.out.val.offpeak,q04.in.ch.tot,q04.in.dur.tot,q04.ch.sms,q04.ch.cc,q05.out.ch.peak,q05.out.dur.peak,q05.out.val.peak,q05.out.ch.offpeak,q05.out.dur.offpeak,q05.out.val.offpeak,q05.in.ch.tot,q05.in.dur.tot,q05.ch.sms,q05.ch.cc,q06.out.ch.peak,q06.out.dur.peak,q06.out.val.peak,q06.out.ch.offpeak,q06.out.dur.offpeak,q06.out.val.offpeak,q06.in.ch.tot,q06.in.dur.tot,q06.ch.sms,q06.ch.cc,q07.out.ch.peak,q07.out.dur.peak,q07.out.val.peak,q07.out.ch.offpeak,q07.out.dur.offpeak,q07.out.val.offpeak,q07.in.ch.tot,q07.in.dur.tot,q07.ch.sms,q07.ch.cc,q08.out.ch.peak,q08.out.dur.peak,q08.out.val.peak,q08.out.ch.offpeak,q08.out.dur.offpeak,q08.out.val.offpeak,q08.in.ch.tot,q08.in.dur.tot,q08.ch.sms,q08.ch.cc,q09.out.ch.peak,q09.out.dur.peak,q09.out.val.peak,q09.out.ch.offpeak,q09.out.dur.offpeak,q09.out.val.offpeak,q09.in.ch.tot,q09.in.dur.tot,q09.ch.sms,q09.ch.cc
1,5.55682806169954,8,credit card,B,21.86,2,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,15725,92.8584,0,0,0,91,8675,0,0,211,27801,164.2292,0,0,0,120,18822,0,0,318,29965,186.0526,0,0,0,308,37226,0,0,88,10876,64.7074,0,0,0,79,13139,0,0,91,7046,45.4988,0,0,0,81,7668,0,0
1,7.42416528104203,7,credit card,M,27.11,2,5,N,N,403,31370,148.1302,0,0,0,485,31606,2,1,299,19860,98.2725,0,0,0,448,23798,0,2,299,29946,132.6499,0,0,0,498,43091,0,2,271,24551,111.3228,0,0,0,569,34519,2,1,237,22457,100.6921,0,0,0,553,33686,2,0,217,20129,90.7162,0,0,0,523,46774,3,1,233,27009,115.8526,0,0,0,474,35906,3,1,51,6986,29.0084,0,0,0,55,4003,0,0,203,23950,102.2579,0,0,0,334,32576,3,0
1,4.17438726989564,8,post account,M,22.55,4,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,590,4.9854,0,0,0,29,816,0,0,46,2665,18.4055,0,0,0,91,2461,0,0,33,2103,14.1819,0,0,0,48,2548,0,0,45,2428,17.0865,0,0,0,40,1053,0,0,41,2288,15.9549,0,0,0,16,922,0,0,35,3205,20.0365,0,0,0,12,503,0,0
1,5.65599181081985,7,credit card,M,30.62,2,7,N,N,67,5149,31.9702,51,3987,15.3976,102,7003,0,0,68,6903,40.6095,24,1236,5.6206,106,9343,0,0,103,10846,63.4059,60,5205,19.4219,132,12621,1,0,92,8849,52.4519,68,5580,21.2042,124,10570,5,0,123,9424,58.5528,76,5485,21.7883,121,11124,0,0,92,8863,52.6213,24,1488,6.2595,52,7516,2,0,114,10283,52.5046,24,1297,5.7766,114,9124,0,0,71,7511,32.8601,0,0,0,50,6231,0,0,120,11650,51.8827,0,0,0,118,14925,0,0
1,6.21060007702465,8,credit card,B,16.98,2,7,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2536,11.1885,0,0,0,17,1262,1,0
1,5.70711026474888,7,bank account,M,21.18,3,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3570,13.6815,0,0,0,6,473,2,0,23,3658,14.8073,0,0,0,42,3092,0,0,42,6497,26.4178,0,0,0,13,1376,0,0,42,5166,21.8931,0,0,0,16,1210,0,0,49,6785,28.1169,0,0,0,31,2760,0,0
1,6.95749737087695,7,credit card,B,27.96,3,5,N,N,130,12654,56.4286,0,0,0,84,10340,0,0,160,17812,76.8534,0,0,0,95,11892,0,0,222,22041,97.7276,0,0,0,99,12154,2,0,219,18452,85.2195,0,0,0,102,11561,0,0,268,23100,106.0787,0,0,0,91,6652,0,0,285,27195,121.8461,0,0,0,104,14623,1,0,130,9522,45.7834,0,0,0,83,8370,1,0,61,6600,28.7284,0,0,0,51,5383,0,0,135,12836,57.3598,0,0,0,108,11240,0,0
1,4.85203026391962,8,bank account,M,23.93,1,5,Y,N,0,0,0,0,0,0,0,0,0,0,2,23,0.2866,0,0,0,0,0,0,0,34,685,5.6139,0,0,0,43,694,0,0,15,380,3.2072,0,0,0,59,717,0,0,23,782,5.5065,0,0,0,51,673,0,0,30,660,5.3665,0,0,0,32,531,0,0,33,1138,7.8832,0,0,0,66,1443,0,0,36,877,7.5403,0,0,0,68,2210,0,0,35,1618,9.3773,0,0,0,45,1951,0,0
1,3.68887945411394,8,bank account,B,43.44,1,3,Y,N,59,4670,27.1806,6,1220,3.72,25,1703,0,0,95,8442,47.1153,5,173,0.9565,38,3071,0,0,81,7533,40.6038,10,598,2.5534,44,2365,0,0,100,9388,53.6976,6,104,0.8733,28,2888,0,0,165,13663,80.4769,17,1582,5.7761,65,8448,0,0,90,8989,50.9681,3,130,0.6404,59,5318,0,0,101,8080,45.6145,0,0,0,65,4915,0,0,38,2929,14.3162,0,0,0,19,1265,0,0,121,10434,61.2265,0,0,0,77,7817,0,0
1,3.91202300542815,8,bank account,B,25.11,2,5,N,N,9,201,1.9594,0,0,0,20,484,0,1,29,1529,10.828,0,0,0,71,2867,0,1,55,2087,16.3707,0,0,0,89,2949,0,0,69,2751,21.2233,0,0,0,109,4938,0,0,48,1896,14.672,0,0,0,71,2618,0,0,36,2057,14.2568,0,0,0,57,2149,0,0,53,1944,15.4328,0,0,0,57,1693,0,0,37,2055,14.3508,0,0,0,37,1871,0,0,32,1122,9.0535,0,0,0,44,1717,0,0
1,10.3172845207638,3,post account,B,50.09,4,5,N,N,6,503,2.2957,13,809,1.9677,12,925,0,0,26,1344,6.4934,14,722,1.8365,12,597,0,0,14,138,1.115,0,0,0,4,137,0,0,5,157,0.8527,4,239,0.5247,5,263,0,0,13,533,2.8204,5,599,1.3118,4,58,0,0,19,1109,5.2472,3,175,0.4591,5,154,0,0,1,84,0.5247,31,4653,11.0191,5,146,0,0,35,3214,16.791,63,12829,27.679,25,1579,0,1,12,1106,5.5752,73,12029,26.3672,22,2610,0,0
1,5.95842469302978,8,bank account,F,23.01,3,7,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,0.5697,0,0,0,4,361,0,0,19,2102,12.7317,0,0,0,21,839,0,0,22,1793,11.4581,0,0,0,33,1995,0,0,15,982,6.5802,0,0,0,31,647,0,0,35,2347,15.6393,0,0,0,19,717,0,0,31,3463,20.9439,0,0,0,24,821,0,0,22,2713,16.1718,0,0,0,15,794,0,0
1,5.4380793089232,6,bank account,M,33.14,3,5,N,N,78,6311,30.5732,0,0,0,85,7156,0,0,80,5429,26.7117,0,0,0,98,12171,0,0,102,9693,43.4743,0,0,0,121,12348,0,0,95,5506,28.5265,0,0,0,103,9399,0,0,74,4146,21.7325,0,0,0,125,10438,0,0,75,4312,22.4018,0,0,0,113,8850,0,0,107,6338,32.4888,0,0,0,133,16640,0,0,71,4961,24.1929,0,0,0,83,8097,0,0,91,5271,27.3118,0,0,0,171,12762,0,0
1,3.13549421592915,8,credit card,F,25.44,1,5,N,N,8,214,2.6856,3,168,0.8263,7,217,0,0,6,483,3.9256,0,0,0,10,266,0,0,15,1178,9.6123,18,3066,9.649,12,944,0,0,32,4256,25.1112,0,0,0,28,2988,0,2,34,2490,16.1656,0,0,0,10,1785,0,0,18,1766,10.9071,0,0,0,13,585,0,0,103,16381,94.5622,0,0,0,23,2467,0,0,87,10414,62.3363,0,0,0,19,1351,0,0,30,1876,12.7105,0,0,0,21,1531,0,0
1,8.63817111796914,7,credit card,B,19.8,1,5,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,15027,58.2961,0,0,0,25,3852,0,1
1,5.36129216570943,8,bank account,B,40.39,2,5,N,N,31,1609,10.9277,11,386,2.1175,47,2202,0,0,63,3118,22.4814,0,0,0,39,2698,0,2,59,2720,20.0287,0,0,0,19,1223,0,5,39,1645,12.3526,0,0,0,24,1031,0,0,63,3008,21.8157,0,0,0,37,1649,0,5,63,3076,22.2681,0,0,0,30,1969,0,3,79,4471,31.0659,0,0,0,42,2740,0,0,26,1151,8.5835,0,0,0,27,1384,1,0,61,3442,23.8304,0,0,0,47,2767,1,0
1,3.89182029811063,8,bank account,M,22.78,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,547,4.1456,0,0,0,20,867,4,1,20,1479,9.6438,0,0,0,17,667,1,0,24,1517,10.2517,0,0,0,11,560,2,1,43,2339,16.4259,0,0,0,24,1627,1,0,14,2152,12.4714,0,0,0,11,1794,2,0,35,2216,14.9685,0,0,0,39,4667,0,0
1,5.07517381523383,8,bank account,M,43.73,4,5,N,N,3,59,1.1202,1,24,0.1436,24,862,0,2,27,1173,8.7973,0,0,0,13,624,0,1,17,558,4.6156,0,0,0,31,2437,0,1,13,342,3.0956,0,0,0,20,1321,0,3,3,140,0.9239,0,0,0,0,0,0,0,7,196,1.727,0,0,0,2,54,0,0,22,562,5.1517,0,0,0,17,1025,0,0,26,673,6.0317,0,0,0,31,2161,0,2,40,1767,13.1836,0,0,0,54,3637,0,2
1,5.63478960316925,8,credit card,M,27.54,1,5,Y,N,30,1748,12.0536,0,0,0,7,586,2,0,50,1478,12.6336,0,0,0,53,1392,1,0,20,750,5.9098,0,0,0,10,108,0,0,3,8,0.3512,0,0,0,13,137,0,0,13,495,3.8791,0,0,0,15,409,0,0,9,368,2.8157,0,0,0,8,227,0,0,80,3329,25.3203,0,0,0,20,891,10,0,123,9588,61.5715,0,0,0,65,8681,29,2,144,9514,62.655,0,0,0,109,10353,26,0
1,5.52545293913178,8,bank account,B,16.78,1,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.88959130835447,7,credit card,B,39.57,1,5,N,Y,497,100490,392.7236,0,0,0,320,23932,0,4,390,80800,314.7634,0,0,0,297,16025,0,0,506,141860,533.9328,0,0,0,300,20405,0,0,353,75947,294.5607,0,0,0,266,9166,0,0,265,50823,200.0868,0,0,0,246,8875,1,3,273,49271,195.638,0,0,0,368,18616,1,1,235,38624,189.3811,0,0,0,279,19390,0,2,117,10330,47.1907,0,0,0,113,9031,0,2,165,25923,105.1341,0,0,0,141,13792,0,1
1,4.70953020131233,8,credit card,F,30.49,2,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1349,9.1836,0,0,0,16,281,0,0
1,5.97126183979046,7,bank account,B,18.78,3,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,827,4.7726,0,0,0,17,892,0,0,55,6186,26.7024,0,0,0,40,2117,0,8
1,5.45958551414416,8,bank account,B,19.5,1,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,11599,64.3696,0,0,0,31,1877,11,0,67,6981,35.8328,0,0,0,9,693,7,0,63,3179,22.0951,0,0,0,26,1913,5,0
1,7.68017564043659,7,credit card,M,24.09,3,5,N,N,0,0,0,0,0,0,0,0,0,0,145,13820,61.9407,0,0,0,65,3408,0,2,385,40651,177.8094,0,0,0,203,16293,0,0,383,47447,200.8021,0,0,0,179,16260,0,0,334,29880,135.8395,0,0,0,177,15009,0,0,399,34922,159.5816,0,0,0,184,15834,0,0,358,28115,132.5254,0,0,0,201,14945,0,0,252,20313,95.0591,0,0,0,130,12096,0,0,365,37139,163.8119,0,0,0,200,16407,0,3
1,7.54274354536855,7,credit card,B,23.24,1,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,10717,65.2363,0,0,0,61,5415,0,0,253,30599,182.9032,0,0,0,98,12155,0,0,296,26461,166.0383,0,0,0,135,10706,0,1,315,31522,194.0282,0,0,0,154,15512,0,0,479,57574,344.1374,0,0,0,182,25896,41,0,304,34369,207.2789,0,0,0,74,10792,17,0,457,64030,375.2493,0,0,0,198,28830,15,0
1,3.25809653802148,8,credit card,M,23.5,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,0.595,0,0,0,4,123,0,0,3,73,0.6838,0,0,0,18,799,0,0,9,402,2.9887,0,0,0,5,213,1,0,4,240,1.6428,0,0,0,1,116,1,1,0,0,0,0,0,0,3,150,0,0,1,202,1.1383,0,0,0,0,0,0,0,1,7,0.1389,0,0,0,0,0,0,0
1,8.6459381473068,7,credit card,M,47.83,3,7,N,N,235,30310,166.5295,56,10600,30.8877,322,17753,0,0,212,26133,149.3175,31,2727,10.3477,225,21303,0,0,319,41185,228.4625,76,9354,30.6884,379,34358,0,0,245,26405,154.0028,31,7283,24.0524,263,21670,1,0,135,17131,97.4787,14,1548,5.4021,269,17934,0,0,358,40435,234.1099,20,2441,9.3665,389,26200,13,0,394,48139,277.2924,48,5671,18.1116,511,46583,0,0,259,26230,154.4087,76,9985,33.2397,286,40593,0,0,346,36087,212.2405,61,8671,29.1091,343,42562,0,0
1,7.16239749735572,7,credit card,B,22.45,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,12835,52.2928,0,0,0,17,341,14,0,333,32257,144.0125,0,0,0,623,30707,131,1,168,21348,89.9017,0,0,0,107,6457,63,0,361,32536,147.6499,0,0,0,252,19927,36,0
1,5.05624580534831,7,credit card,B,43.73,1,7,Y,N,34,5066,30.866,7,405,1.7518,49,2699,0,0,25,3824,26.1952,1,190,0.5862,26,2446,0,1,45,3341,20.9712,6,549,2.0152,56,3554,0,0,78,12102,66.8311,4,468,1.602,73,8646,2,0,42,5546,28.6406,6,244,1.24,43,4054,0,0,90,8692,38.8339,0,0,0,107,8839,13,0,137,11824,54.2331,0,0,0,105,11019,64,7,76,6683,28.4583,0,0,0,43,5953,58,0,136,21135,78.0681,0,0,0,65,6885,178,5
1,2.63905732961526,8,credit card,M,27.11,3,9,N,N,9,874,5.4073,0,0,0,26,4442,0,0,34,4744,27.8159,0,0,0,45,8344,0,0,51,7920,45.741,0,0,0,92,18639,0,0,22,3684,21.1474,0,0,0,44,6797,0,0,31,3717,22.1421,0,0,0,65,15018,0,0,22,2316,14.1396,0,0,0,57,7541,3,0,32,5921,33.641,0,0,0,56,7003,2,0,45,5050,30.5205,0,0,0,27,4345,0,0,30,3450,20.774,0,0,0,99,14018,1,0
1,3.3322045101752,7,bank account,M,40.59,2,5,N,N,34,2692,16.6082,7,430,1.8159,75,4748,0,0,62,5439,32.8642,10,625,2.6215,162,9530,0,0,58,4423,27.508,6,664,2.307,153,9513,0,0,67,5658,26.1472,0,0,0,97,5271,0,0,84,7449,33.9911,0,0,0,155,9861,0,0,105,6991,34.6073,0,0,0,140,8353,0,0,70,7159,31.5591,0,0,0,103,7808,0,0,18,927,5.0096,0,0,0,46,2652,0,0,59,5157,23.6212,0,0,0,74,5223,0,0
1,6.58892647753352,7,credit card,M,49.77,3,5,Y,N,0,0,0,0,0,0,0,0,0,0,53,1834,10.8058,0,0,0,29,1337,10,1,279,10572,59.7639,0,0,0,204,9886,15,1,263,9142,53.2937,0,0,0,178,11459,14,3,250,8674,50.2012,0,0,0,187,11110,6,8,264,9098,52.2634,0,0,0,209,10287,0,0,270,9627,55.0435,0,0,0,169,8885,1,2,177,7790,42.0835,0,0,0,92,4875,3,7,199,10974,51.8264,0,0,0,88,5581,3,2
1,4.44265125649032,7,credit card,B,21.67,1,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,19879,84.5585,0,0,0,103,12232,3,0,159,16602,71.176,0,0,0,130,12668,9,0,182,15658,69.6468,0,0,0,123,11987,0,0,45,7007,24.4795,0,0,0,7,386,1,0,104,11677,49.5535,0,0,0,68,12093,0,0
1,5.00394630594546,8,credit card,M,43.73,3,5,Y,N,101,8743,52.3062,27,2580,9.1397,123,5369,5,0,92,9033,53.4481,30,2774,10.0151,97,10163,0,0,106,8937,56.0304,10,1157,3.9731,90,6811,16,1,123,15685,93.0624,0,0,0,71,6761,8,0,47,3355,22.045,0,0,0,77,7084,4,0,111,10543,65.4805,0,0,0,75,6930,9,1,93,7346,47.2434,0,0,0,102,5787,6,1,19,1980,12.1063,0,0,0,21,1224,3,0,83,6434,41.5355,0,0,0,64,4819,2,0
1,4.67282883446191,8,credit card,F,20,1,3,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1952,11.7566,0,0,0,8,4298,0,0,66,6162,38.0298,0,0,0,91,4712,10,0,62,4943,30.2871,0,0,0,63,4817,0,0,66,6560,40.4257,0,0,0,59,4935,0,0
1,4.60517018598809,7,bank account,M,22.45,3,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,11170,47.7702,0,0,0,34,1785,12,0,96,16217,65.0271,0,0,0,47,4261,3,0,119,12246,53.804,0,0,0,45,6458,3,0,84,11283,47.0188,0,0,0,37,3081,1,3,62,3386,17.8095,0,0,0,26,2432,1,2,37,1616,9.3128,0,0,0,10,271,3,2
1,5.17614973257383,8,bank account,B,43.44,3,5,N,N,85,5895,48.6797,23,2605,8.2458,31,3387,0,0,84,5892,49.0004,16,2736,7.8987,42,7427,0,0,30,1882,15.9781,2,54,0.33,41,8483,0,0,15,1113,10.4113,37,2670,8.3568,56,8801,0,1,26,1648,16.6299,55,5237,14.4758,36,6293,0,1,43,6081,54.9949,51,5748,15.1503,40,7534,0,0,15,1023,10.4815,19,2202,5.6185,33,3792,0,0,10,305,3.6328,18,852,3.2909,24,1785,0,0,78,5504,54.7641,73,5527,16.822,59,10628,0,0
1,7.8804263442924,7,credit card,B,23.93,4,5,N,N,0,0,0,0,0,0,0,0,0,0,5,357,1.7296,0,0,0,0,0,0,0,469,43855,197.4818,0,0,0,449,21151,3,6,392,30858,145.2571,0,0,0,373,17261,0,8,214,18284,84.2377,0,0,0,141,11761,0,0,86,10724,45.2261,0,0,0,91,5625,0,5,384,84037,325.2444,0,0,0,168,8008,0,2,652,89216,370.1142,0,0,0,313,17914,0,1,431,66591,270.6105,0,0,0,270,20289,0,3
1,8.16479480424477,7,post account,B,30.78,1,3,N,N,74,7065,31.5504,0,0,0,100,4547,0,0,87,8727,38.6439,0,0,0,151,8178,0,0,77,6857,31.2555,0,0,0,122,5867,0,0,91,9225,40.751,0,0,0,133,7095,0,1,147,14944,65.9681,0,0,0,209,12614,0,0,161,19054,81.2769,0,0,0,263,16513,0,0,156,18653,79.3004,0,0,0,299,21483,0,0,86,12064,69.1376,0,0,0,125,11002,0,0,202,28277,116.8577,0,0,0,201,15004,0,0
1,8.5016733797582,3,post account,B,40.88,1,7,N,N,32,1541,10.8032,0,0,0,38,749,0,0,26,1146,8.2618,1,9,0.126,44,1472,0,0,38,2140,14.3363,2,205,0.7277,62,1606,0,0,51,2705,18.4272,7,296,1.4745,51,1418,0,0,92,4028,29.0998,20,703,3.8507,62,2705,0,0,117,7700,49.5453,13,372,2.2889,50,2311,0,1,174,12435,78.3708,8,927,3.1819,107,4377,0,0,78,4220,28.4867,12,179,1.5917,52,1582,0,0,98,5756,38.1248,13,385,2.3215,52,2562,0,0
1,5.77765232322266,8,post account,M,26.68,2,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3000,25.9706,142,24245,105.807,234,33201,50,3,44,2963,26.313,115,17976,47.8704,212,27942,20,4,43,1890,20.5545,107,12021,31.2369,198,16128,17,8,40,2327,23.9657,87,9740,25.3394,186,15544,24,5,56,3667,32.888,90,9345,24.9883,213,19332,15,8,117,8816,57.2523,0,0,0,143,15898,51,8,98,8526,53.805,0,0,0,78,8366,23,5
1,5.65599181081985,8,credit card,B,47.77,3,5,N,N,33,3686,22.2923,0,0,0,69,11707,0,0,50,5751,34.6274,0,0,0,68,11650,0,0,49,4569,28.4687,0,0,0,87,20354,0,1,26,1402,9.8695,0,0,0,53,9898,0,0,44,4346,26.8108,0,0,0,46,11945,0,0,69,7511,45.6073,0,0,0,46,10183,0,0,56,5302,32.9463,0,0,0,61,10334,0,0,31,3736,22.3435,0,0,0,14,1461,0,0,67,6463,40.0326,0,0,0,61,8072,0,0
1,4.53259949315326,8,bank account,B,26.95,2,5,N,N,49,2522,17.9815,0,0,0,128,3441,0,0,37,3720,22.8801,0,0,0,121,1848,0,0,39,3685,22.8042,0,0,0,133,2176,0,0,30,2153,14.1287,0,0,0,83,920,0,0,100,5733,39.699,0,0,0,118,2017,0,0,44,3337,21.6416,0,0,0,90,1511,0,0,23,1458,9.8447,0,0,0,68,713,0,0,32,891,7.8682,0,0,0,23,451,0,0,42,2138,15.2928,0,0,0,46,1258,0,0
1,2.83321334405622,8,credit card,M,29.96,3,5,N,N,49,4269,31.6035,39,2447,11.9818,39,1934,1,3,118,9415,60.428,0,0,0,38,2805,0,0,116,8436,55.2036,0,0,0,66,6559,0,0,98,7120,46.3944,0,0,0,56,4114,1,0,81,7899,48.8341,0,0,0,71,6068,0,0,150,11598,74.9105,0,0,0,88,11438,0,0,132,10490,67.379,0,0,0,91,12066,0,1,60,4317,28.2125,0,0,0,39,3961,0,0,66,5632,35.5679,0,0,0,43,3777,0,0
1,6.6052979209482,7,credit card,B,20.16,1,5,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,17767,42.9666,0,0,0,34,2723,0,1,219,19984,73.404,0,0,0,289,22634,21,1,367,38245,144.3771,0,0,0,239,21893,18,0,290,34923,116.0303,0,0,0,272,36109,12,0
1,8.0106915391303,7,credit card,F,29.11,2,5,N,N,105,12209,70.2428,7,379,1.6862,0,0,0,0,249,29977,171.6062,37,4763,26.9714,0,0,0,0,462,67272,375.0381,93,9549,33.5986,5,317,0,0,382,50330,281.4804,54,4255,16.3898,6,193,0,0,421,64711,263.2928,0,0,0,1,156,0,1,444,59191,246.8096,0,0,0,18,1952,0,0,437,59998,248.8264,0,0,0,11,690,0,0,469,63285,263.2019,0,0,0,32,2465,0,0,609,77738,326.9751,0,0,0,31,3143,0,0
1,6.50876913697168,8,credit card,B,29.44,2,5,N,N,60,4270,27.9475,4,854,2.5833,165,10639,0,1,87,6420,41.8774,0,0,0,132,6177,0,0,106,10545,64.9734,0,0,0,203,10557,0,0,105,8723,55.5367,0,0,0,140,7219,0,0,104,9584,59.8434,0,0,0,152,7590,0,3,77,6284,40.1483,0,0,0,108,5201,0,0,109,9525,60.0583,0,0,0,136,9529,0,0,101,8395,53.4419,0,0,0,86,7572,0,2,107,12146,73.2796,0,0,0,185,15703,0,0
1,7.99463231143183,6,bank account,B,44.59,3,3,Y,N,369,42910,183.5219,0,0,0,367,41414,2,5,300,41598,172.1418,0,0,0,331,34426,1,3,429,60141,248.6864,0,0,0,409,35225,1,1,432,67280,273.1639,0,0,0,405,35558,1,1,518,63640,269.5667,0,0,0,409,51810,3,0,574,77691,323.2018,0,0,0,428,42612,2,0,602,78088,327.1372,0,0,0,465,35245,4,0,293,36109,148.1178,0,0,0,227,23583,5,0,493,65008,258.135,0,0,0,330,38329,2,0
1,6.79682371827486,7,bank account,B,22.55,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,15445,63.7432,0,0,0,9,1312,18,1,459,62244,258.8306,0,0,0,187,19210,66,0,497,41463,192.139,0,0,0,87,7869,64,0,365,49258,204.989,0,0,0,171,22116,49,0
1,5.64897423816121,6,post account,M,31.63,3,3,N,N,111,8520,40.4174,0,0,0,102,11230,0,0,142,12407,56.8304,0,0,0,130,12429,0,0,186,14191,67.4369,0,0,0,185,22084,0,0,258,21637,100.077,0,0,0,114,16722,0,0,144,10209,49.4662,0,0,0,92,11418,0,0,120,8968,42.7693,0,0,0,79,8416,0,0,60,6104,26.9425,0,0,0,72,7129,0,0,79,6263,29.4422,0,0,0,58,7999,0,1,113,6072,32.2037,0,0,0,40,5641,0,0
1,8.25426877009018,7,post account,B,37.4,3,5,Y,N,227,16607,90.5302,89,6227,24.6567,129,12299,0,0,402,34047,170.0496,64,3871,15.8098,152,13715,0,2,591,57255,252.9074,0,0,0,165,16616,0,0,571,55327,246.445,0,0,0,138,14384,0,1,569,47377,219.4436,0,0,0,168,18250,0,0,619,46089,219.6703,0,0,0,192,19549,0,0,714,55369,261.6701,0,0,0,240,23035,0,0,454,35451,162.231,0,0,0,153,15083,0,1,496,42384,189.5655,0,0,0,175,16070,0,0
